Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK03,OUT035,3861.4780765459136
FDT45,OUT017,786.9270444033374
NCC54,OUT027,3877.4747383848508
FDP08,OUT018,2849.522794649485
FDU44,OUT046,2402.5653645918474
DRG39,OUT035,856.9151955859118
FDU32,OUT049,1890.760155822432
FDY27,OUT049,2583.110700935601
NCP54,OUT013,2338.1073588049876
NCZ41,OUT049,1781.8141035454382
DRL49,OUT013,2555.4362667444366
FDI05,OUT018,939.5166755803244
FDY56,OUT045,3476.1515032073694
DRC13,OUT013,2380.131320219898
NCV29,OUT017,2876.789426489251
FDR24,OUT049,1208.2785731002105
FDZ34,OUT018,2958.670030054619
FDP37,OUT035,1529.5756962696844
FDX08,OUT027,3315.7595281795657
FDS57,OUT045,1966.9901541691
NCG18,OUT049,1602.4177214127083
FDK25,OUT018,2233.022035063248
FDH53,OUT049,1287.2889458727518
DRI59,OUT018,3612.357869263593
FDA52,OUT046,2293.661509262765
FDT20,OUT010,742.5192081749835
FDE36,OUT019,2458.429324344369
FDI24,OUT017,2540.471381085731
FDB28,OUT018,2998.7120629249994
FDV11,OUT017,2560.393558664784
FDP01,OUT046,2238.9770492945754
FDD34,OUT027,3049.237105964973
FDJ50,OUT027,1324.2655877813809
FDZ44,OUT013,2251.869816928127
DRO59,OUT035,1157.658623642207
DRB48,OUT045,748.6999560117833
FDR21,OUT018,2751.8239255587996
NCE42,OUT010,4026.5714465804303
FDO23,OUT046,911.5897748325797
NCE30,OUT018,3175.572460025095
FDQ22,OUT035,680.5530851132022
FDY01,OUT045,1251.6493819184961
FDS08,OUT017,2690.3849645306464
FDG28,OUT018,3940.223696414343
FDQ51,OUT018,1012.0835894664797
FDB05,OUT017,3677.701278902511
FDO56,OUT049,1719.1273281592307
FDE02,OUT018,1467.3080973906417
FDN45,OUT017,3107.4268226446084
FDS09,OUT013,976.9221706010122
NCA54,OUT018,2987.725947570966
FDP09,OUT010,3504.322728202519
FDC53,OUT045,1750.786467610891
NCM55,OUT017,2780.3729419293204
FDL09,OUT018,2369.5719762883673
FDA11,OUT019,1372.0532884184183
FDA50,OUT045,1316.0170495244406
FDC23,OUT017,2890.585326719567
FDE22,OUT049,2446.496106210935
FDD23,OUT046,2814.0707852104224
NCA29,OUT049,2671.3045546116728
FDK38,OUT046,2175.7232022129556
DRC13,OUT046,1879.1206947026021
NCP43,OUT049,2756.27881818047
FDX28,OUT049,1084.0754704157214
FDF08,OUT049,1211.2899832843832
FDZ33,OUT046,1961.795094471625
FDD10,OUT049,2675.778037830427
FDO58,OUT017,2533.320239151334
FDI50,OUT017,3622.8776661041647
FDO58,OUT045,2641.2220559900206
FDX08,OUT013,3294.4464629507083
NCK17,OUT010,808.9956812369477
FDF39,OUT035,4205.20576512157
FDU45,OUT010,1930.854485835887
NCJ18,OUT018,1404.4115987093874
DRC27,OUT019,3622.235779800174
DRC25,OUT035,1343.9430008758743
FDU59,OUT035,2276.0468488195856
FDU28,OUT035,2867.5698352866966
NCP30,OUT046,627.3397239163482
FDB39,OUT018,1021.9386892721056
FDE41,OUT013,1636.623330161953
DRH11,OUT010,756.1754931905155
FDA58,OUT045,3432.0411130162993
FDU50,OUT046,1581.9223528995983
FDM34,OUT013,2290.121577480065
FDM44,OUT027,2053.6499919407024
FDR39,OUT045,2715.2210906039836
FDM25,OUT045,2696.6264321477165
FDQ49,OUT049,2363.7934031830473
DRH25,OUT018,1090.3642343103306
FDM09,OUT027,2868.4453280809166
FDL44,OUT019,2676.97525620334
NCR42,OUT018,669.811412630479
DRL59,OUT046,863.0544818086908
FDX43,OUT013,2808.267198804573
DRK47,OUT010,3484.4771266691787
FDU48,OUT018,2130.19501432367
FDY12,OUT045,379.9631203465403
NCN43,OUT018,2215.2836502690034
NCM55,OUT018,2888.4615436962176
FDQ21,OUT027,2219.991719231278
FDX13,OUT035,3902.0366495613553
NCK30,OUT027,4260.536283225196
FDG20,OUT049,2254.6089841435864
DRG27,OUT017,329.68712594303247
FDY14,OUT018,4116.108366125368
FDP59,OUT035,1564.6965289315178
FDU60,OUT017,2516.145192956863
NCC18,OUT019,1504.6697395753094
DRJ39,OUT017,3411.4989195047547
FDS07,OUT049,1415.4969834443068
FDM08,OUT027,3816.5856576354417
FDP51,OUT045,1725.7354208540785
FDU16,OUT035,1234.4011907008298
FDH12,OUT013,1850.3130509051525
DRE48,OUT010,3371.203750885611
NCL42,OUT027,4215.603826520405
FDR21,OUT045,2697.8666975808383
NCW29,OUT035,2137.215816175877
FDO11,OUT013,4336.910158310867
NCM31,OUT049,1932.138522338992
FDV35,OUT019,1643.7266228361093
FDF58,OUT017,1111.7512462354625
NCE43,OUT049,2261.2669654792708
FDA02,OUT035,2326.0869396485577
DRL37,OUT010,744.7404093880898
FDR24,OUT018,1468.5238459736017
FDW59,OUT049,1308.076167946512
FDS22,OUT049,709.2639919889496
FDW24,OUT017,796.0624517490265
FDU24,OUT035,1050.7319031873335
FDA21,OUT027,3340.098841078605
FDH58,OUT027,2258.5641240576138
FDW36,OUT018,1691.0724110229553
FDI45,OUT027,3125.1742543336522
FDU01,OUT018,2920.913749723264
FDF35,OUT027,1596.12320617779
FDU43,OUT019,3485.9970230047184
FDE24,OUT019,1753.8776560963734
FDK50,OUT049,2515.6175275910236
FDG31,OUT045,1058.23978526792
FDC60,OUT045,1122.3388296145827
FDL36,OUT013,1639.8625032401228
FDP21,OUT013,3412.4310506044258
FDW16,OUT045,1467.6292908851954
FDX02,OUT017,3416.6649319943544
FDQ58,OUT027,2934.3394503875807
FDT51,OUT046,1810.0424334418408
FDD59,OUT049,1038.0281410287512
NCM42,OUT018,1905.7013893393164
FDA57,OUT018,787.6912522096479
FDZ48,OUT035,1665.7118128202085
FDE46,OUT045,2545.8477581253846
NCZ30,OUT019,1938.0467581281375
FDB56,OUT017,2769.188699864342
FDA25,OUT027,1920.7854801061624
FDD20,OUT013,2228.989053631437
FDL25,OUT013,1419.0252834961982
NCO18,OUT049,2751.0575165532628
FDJ45,OUT017,397.5032683616727
FDR12,OUT035,2728.2295834257075
NCF19,OUT010,930.7072916057914
FDK25,OUT046,1995.9032116370292
NCR17,OUT046,1798.4719197458478
FDC52,OUT046,2459.391555279788
NCA54,OUT017,2839.5732444530368
FDR45,OUT010,3955.4779029633255
NCM19,OUT049,1658.103575159078
FDF39,OUT027,4609.283296594231
FDX23,OUT049,1479.887834811259
FDD58,OUT027,1886.5695676568964
FDX28,OUT013,1571.6043869979435
NCD31,OUT013,3041.43841538614
FDU57,OUT018,2265.55910641762
FDI27,OUT046,637.0200258803229
NCM42,OUT046,1687.8400850691207
FDD32,OUT027,1686.0698493654784
FDI34,OUT013,3746.587843089058
NCM29,OUT049,2052.2752414244137
FDG46,OUT018,1942.543981870783
DRC01,OUT010,1083.4597011212559
FDB15,OUT027,4062.7529908692986
NCA17,OUT027,2734.60297196954
FDF10,OUT046,1711.818948684763
FDR26,OUT027,3187.5785023327444
FDI02,OUT049,1325.8910146368244
NCM54,OUT010,2054.2263837211094
FDF14,OUT013,2809.9794283200763
FDJ33,OUT010,1662.5809309478666
FDM20,OUT035,3862.2982373827226
FDC03,OUT027,3317.9042600859802
NCX05,OUT046,1500.7386872426011
NCM41,OUT027,1876.0378794467174
NCU29,OUT010,2564.0000020103835
FDQ59,OUT017,1231.2303338938991
FDH46,OUT010,1724.4591118176024
FDH09,OUT013,1120.9973209660272
NCD06,OUT045,518.2168167566555
FDC15,OUT035,1818.8069869190692
DRD37,OUT027,1251.7683768640236
FDT28,OUT027,2637.152657384053
FDR28,OUT027,3032.2997029328462
FDT38,OUT017,1268.7019140598977
FDV34,OUT027,1729.300596908696
FDY52,OUT035,898.7241299330387
FDB34,OUT013,1802.1235790723597
DRL23,OUT018,1912.2988003484675
DRB24,OUT046,2439.3045293089044
FDJ50,OUT046,877.9257085844695
FDQ49,OUT035,2445.794976625879
FDP20,OUT035,1951.705902163483
FDV19,OUT027,2919.8210756926937
NCR54,OUT045,2878.652031438579
FDO09,OUT010,3542.8735471230393
FDS57,OUT018,2082.5778755310644
FDN10,OUT049,1726.6964731780345
FDV23,OUT049,1573.9322772000905
FDY28,OUT049,2734.3701916578693
DRG51,OUT013,3057.98826130637
FDD45,OUT019,777.5276568932254
NCL18,OUT027,2831.944694977422
NCM29,OUT013,2533.962049520621
FDF17,OUT027,3461.4070951978147
FDE22,OUT017,2563.678898539666
FDQ22,OUT017,642.9843178972535
FDS01,OUT013,3295.9043949279876
FDW35,OUT027,1218.6350684159127
FDJ33,OUT046,1659.5133923953124
NCF54,OUT035,2675.7255154842214
FDE09,OUT013,2197.301697327648
NCE06,OUT045,2331.7099564873315
DRH49,OUT049,1258.7761622143769
FDY43,OUT045,2438.2739738868668
NCT05,OUT017,4049.248520548269
FDZ34,OUT045,2875.3584294340762
FDL38,OUT017,1488.4372530674234
FDZ31,OUT017,2619.6050499344638
FDR14,OUT035,292.2538229384218
NCN54,OUT049,1242.8855656641422
NCC42,OUT027,2573.4123632502105
FDK08,OUT017,1443.7495001011182
FDP59,OUT013,1970.87088284887
FDV22,OUT035,2620.817156053693
FDD33,OUT035,3361.678240765089
DRE60,OUT027,3402.490355550264
FDK52,OUT046,3293.646193511883
FDA02,OUT017,2330.3536531909776
FDM56,OUT049,1490.302467399831
FDE57,OUT035,2257.4056717038375
FDM32,OUT045,1537.0361292788095
NCQ30,OUT027,2365.6007683146518
FDQ27,OUT027,1935.2564047849585
FDT60,OUT027,2201.5854112111383
FDU43,OUT049,3576.1237064013567
NCO55,OUT035,1464.817354657546
FDG02,OUT045,3161.569905912387
FDJ28,OUT013,3447.9539385557864
FDP40,OUT045,1828.876373712789
FDJ38,OUT045,3022.5622664861776
NCC54,OUT017,3491.167004484142
NCZ41,OUT046,1789.2263792750116
FDK38,OUT019,2272.8689230604655
FDU52,OUT013,2702.321897296394
FDC40,OUT046,1024.347486118604
NCR30,OUT017,1023.1350767409355
NCN18,OUT017,1349.5772042342435
FDB50,OUT035,736.9462400187701
FDG04,OUT013,3480.673723576113
FDR26,OUT035,2782.996147925678
NCT17,OUT018,3071.6297180725287
FDX35,OUT027,3762.833491972796
FDS12,OUT046,1309.4985426652577
NCZ29,OUT027,2236.371460973347
FDB38,OUT010,2758.8716369928643
FDP12,OUT013,960.3429808524822
FDP22,OUT046,484.2413678265908
FDS26,OUT018,3974.8171063105174
FDR52,OUT046,2765.768760585115
DRJ13,OUT046,2350.852622980009
FDU48,OUT027,2386.287006655519
FDE29,OUT035,508.2039381141254
NCT29,OUT049,1709.9872424849798
DRK37,OUT018,3065.230329782499
FDK55,OUT046,1382.511953876459
FDR07,OUT046,1272.3319448644943
FDO21,OUT027,4053.982328135782
FDK46,OUT049,3921.3793459016524
FDB12,OUT045,1386.8274748360743
FDT31,OUT027,3486.028351145861
FDJ33,OUT045,1772.9019398392913
FDC26,OUT027,1733.1102810273283
NCQ02,OUT045,3138.036107916726
FDP08,OUT010,2593.3757080125106
FDB11,OUT027,3836.136988818399
FDV55,OUT013,2604.5499632456513
FDW20,OUT049,1893.5213185041916
NCJ18,OUT019,811.6762118359668
FDC41,OUT018,972.5560853432318
FDE14,OUT027,2042.0735763686005
FDG35,OUT013,3282.1991873206725
FDF45,OUT035,1067.457936137595
FDS19,OUT027,1520.605453212783
FDS58,OUT019,2574.3956921814806
FDA26,OUT017,3271.3009887677345
FDM32,OUT049,1388.023409644971
FDL45,OUT046,1929.054126938813
FDZ55,OUT049,2478.288458894418
FDY37,OUT049,2191.7374715702513
FDO46,OUT046,3036.337541976125
FDQ60,OUT046,1489.3485513546987
FDA19,OUT018,2107.5825063930383
FDL15,OUT046,2318.1548755258773
FDM10,OUT018,3293.532188443841
NCL05,OUT017,638.5468380921398
DRK49,OUT010,842.2478383615467
NCE18,OUT027,4412.693653898534
FDG40,OUT049,469.1235636001942
DRI59,OUT045,3507.0206460550426
FDK28,OUT035,3900.664227525145
NCD06,OUT019,186.51642116579006
FDO11,OUT019,3911.345806965871
FDK27,OUT046,1954.3453099479807
FDT43,OUT027,1300.1605063320865
FDD38,OUT018,1892.4229969201851
FDA16,OUT049,3370.586573061659
FDL14,OUT027,2854.1997934295177
NCM17,OUT049,469.7375884207456
FDD20,OUT045,2080.715758006392
FDA40,OUT045,1321.4176739210957
FDL43,OUT045,1336.2468166314181
FDV15,OUT045,1166.946153237198
FDE52,OUT046,1393.2960574727633
NCL17,OUT010,2171.2477146219044
NCJ31,OUT045,3114.3235518410493
FDR60,OUT045,864.9184147884722
NCA18,OUT035,1766.1380689596988
FDS21,OUT027,1499.8679050703456
FDW09,OUT035,1328.1290166920314
FDL26,OUT035,2321.7902208248242
FDS47,OUT018,1126.1101879385315
FDC39,OUT046,2602.863202955463
FDT51,OUT035,1906.4810722012187
FDK40,OUT035,4209.828049065491
NCG19,OUT045,3221.0005918307397
FDZ07,OUT046,669.026813204739
FDF08,OUT027,1692.3708346252383
FDO04,OUT013,1327.425931488947
FDK41,OUT018,1043.0888239507958
FDP15,OUT049,3690.6360142312897
NCD43,OUT018,1895.052154171476
NCP18,OUT013,2768.2744720124456
FDZ51,OUT046,1285.0370836171649
DRH13,OUT035,1803.939934893078
FDF38,OUT045,756.1231029927756
NCI43,OUT045,899.3056128022653
FDM38,OUT027,1030.4331843192826
FDS03,OUT013,1228.2364902047477
DRJ47,OUT017,2650.222225268197
FDT50,OUT010,1137.2535559416451
FDV02,OUT046,2536.113332273412
NCG18,OUT017,1702.6824242271575
FDW52,OUT046,2521.4350984222738
FDS40,OUT035,727.8816102793913
FDN31,OUT017,2820.6976455380664
FDA37,OUT045,1907.4831197753335
FDA15,OUT046,3942.4334304912763
FDL39,OUT046,2656.738060829962
FDJ53,OUT045,1815.8099220258175
FDX22,OUT013,3750.7549864194125
NCZ42,OUT045,3903.7223127822435
FDD56,OUT027,2866.8248422503475
FDD40,OUT017,3130.551689414424
FDS50,OUT013,3755.1530724624836
NCN14,OUT013,3147.131296477992
FDT15,OUT013,3236.21370968224
NCS18,OUT027,2096.426624932872
NCO26,OUT010,1649.2111404458558
FDF58,OUT018,1255.0564132993243
NCB19,OUT013,1514.9829371293688
FDH26,OUT017,2224.5050997848175
DRB24,OUT027,2890.270024130029
FDA49,OUT018,1381.954913132869
FDB32,OUT045,1629.045744717643
FDI36,OUT017,2944.2475566674048
NCA17,OUT010,2431.440977956826
FDH22,OUT013,1900.5162129913772
NCM26,OUT018,2417.9886857601587
FDT15,OUT027,3259.4506932206523
FDB16,OUT018,1486.1783698168385
NCP54,OUT027,2367.4016432204526
FDJ36,OUT013,1584.0725033386016
FDO28,OUT045,1775.3238952822237
FDU09,OUT013,1126.303297469758
FDF29,OUT017,2104.245553834111
FDY08,OUT013,1977.7829642915954
DRJ59,OUT018,830.7331948659438
FDT23,OUT027,1501.2950700287752
FDU15,OUT018,809.9370241961119
FDT47,OUT013,1980.5748835114903
FDI53,OUT019,2496.7668280489943
FDR59,OUT018,4114.533387431074
FDD53,OUT035,656.0224060425996
FDY51,OUT017,3228.7510479265793
FDT04,OUT049,212.2079330862434
FDU51,OUT049,2413.746924756145
FDG14,OUT035,2350.694875080969
NCU06,OUT045,3489.8926922375176
DRG25,OUT046,2938.4878246878425
DRH49,OUT035,1416.5821960970436
FDN15,OUT035,2311.1713554953176
FDL43,OUT018,1402.978919638388
NCT18,OUT049,2673.2901470562274
NCB31,OUT013,4086.932595475615
FDK57,OUT035,1707.687328403145
FDY04,OUT019,2457.8743755835685
NCP54,OUT046,1866.5257103735476
FDF41,OUT013,3770.9147583368112
FDM01,OUT045,1539.0775132393653
FDW03,OUT045,1759.593596873645
FDF28,OUT045,1983.7469287769243
FDY37,OUT017,2277.9886666454568
FDQ03,OUT017,3513.647158652494
FDP51,OUT027,2081.78464489206
FDJ40,OUT017,1689.1259312530867
FDC32,OUT049,1108.5435289751367
DRI49,OUT027,1032.380961936853
NCW54,OUT017,608.1288015809008
FDF09,OUT017,729.9478031660798
FDP45,OUT018,4088.6680471722866
DRJ23,OUT018,3053.4262634820343
FDS59,OUT017,1718.3351806519834
FDY08,OUT046,1502.5763484463112
FDX16,OUT049,2105.9128092189503
FDY16,OUT018,2779.2051916453574
FDK32,OUT035,2298.0992063940575
FDQ22,OUT013,1066.5047193781234
NCC31,OUT018,2671.948739562081
FDG58,OUT049,2101.073090764124
DRF48,OUT013,3283.620663738001
DRH36,OUT049,1103.639019529995
NCR30,OUT035,1075.7703854367205
FDB03,OUT019,2755.8903064350116
FDZ28,OUT027,2333.515958443939
FDR35,OUT017,3179.757470057947
DRD15,OUT027,3959.073091439899
FDJ33,OUT019,1485.7205168280689
FDA56,OUT010,2265.9182214660023
FDP56,OUT046,671.810825669683
NCT30,OUT046,517.7102331484765
FDK15,OUT017,1295.1760938358839
FDH44,OUT018,2318.945060878311
FDV01,OUT013,2595.663146218767
DRG03,OUT017,2274.2945570557195
FDG50,OUT027,1936.3353320272545
FDR16,OUT010,2983.6475336073563
FDZ60,OUT046,1260.8358036366492
DRG03,OUT045,2359.3328599373954
FDS56,OUT018,4257.587387891844
FDU33,OUT045,330.60301969906476
DRD27,OUT035,1659.6868447886975
FDW22,OUT046,3296.24771484172
DRA24,OUT045,2601.379779682148
FDF38,OUT049,602.4747125756713
FDX48,OUT013,2810.2445004946076
FDS58,OUT018,2741.9554611637877
FDC32,OUT046,1123.9538507023492
NCQ29,OUT045,3827.0033345904185
DRK39,OUT018,1416.708543750312
NCS38,OUT017,1549.2140871137374
DRO47,OUT013,1809.7031383664869
DRG27,OUT027,786.0812112681579
FDC57,OUT027,3331.1663299526454
FDS55,OUT046,2041.4355804233787
NCJ06,OUT018,2043.274893963879
FDO01,OUT019,2118.749385869511
NCM55,OUT045,2825.20565500081
FDC52,OUT049,2443.088559705092
FDQ15,OUT045,794.9045631894318
NCT30,OUT027,982.4162052243892
NCR42,OUT027,940.6980263732037
FDD28,OUT035,826.4704095317633
FDQ34,OUT049,986.6977266466575
FDZ12,OUT027,2352.1054684402498
DRE13,OUT019,1388.165861950378
NCN07,OUT019,2064.1794610899847
FDM28,OUT035,2825.6496681701337
FDI10,OUT017,2492.5575056901507
FDQ25,OUT013,3104.005730883994
FDA38,OUT010,4015.4667729416315
DRI13,OUT049,3382.9555138251817
FDY20,OUT027,1636.916084623207
NCZ53,OUT035,3022.0512418247254
NCM31,OUT013,2445.5197570747596
DRB01,OUT017,2745.9405212832735
DRF37,OUT046,3813.482332977499
NCF42,OUT049,2087.789610360802
FDF16,OUT018,2252.6690478350492
FDB41,OUT013,884.0331677910153
FDR34,OUT013,4042.742358058009
FDR15,OUT018,2604.472590065924
NCV42,OUT019,1756.1529810228417
FDW51,OUT035,3080.5015062011935
FDU36,OUT017,1491.5541426930856
FDX60,OUT049,1001.8784608316566
FDY03,OUT035,1632.197755384115
FDW55,OUT045,4000.896793427304
FDT01,OUT010,2339.120172945949
FDG58,OUT013,2588.1757560386914
FDK21,OUT017,4019.434337466656
NCS41,OUT019,2671.323316481182
FDS10,OUT045,2909.2770424368555
NCT53,OUT046,2476.8135355108598
FDJ28,OUT018,3200.6052050328863
FDX44,OUT045,1414.7615237508328
FDT20,OUT018,749.5813979527001
FDO44,OUT017,1495.4756508356525
NCX17,OUT049,3233.2408544250475
FDY01,OUT017,1211.26691160243
FDJ12,OUT027,3682.7904352153373
DRK35,OUT018,581.5702648318038
FDD47,OUT019,1731.2412897368908
NCM53,OUT035,1638.9321363936517
FDO45,OUT013,1772.1247122196824
NCM42,OUT010,1945.5594762073704
FDE04,OUT046,2623.085125992524
NCI30,OUT027,4184.403948649509
FDZ19,OUT013,2866.6493158869753
FDW57,OUT013,2807.255782934437
FDA25,OUT013,1874.0793740072625
FDT22,OUT046,537.9106535570784
FDP51,OUT013,2040.709320148239
FDD48,OUT027,2276.5337151530957
FDY39,OUT035,2848.0725362387657
FDO48,OUT010,3701.0548626106247
FDD23,OUT027,3267.2187814993613
DRN35,OUT027,864.3798820967532
FDT01,OUT035,2695.8106063877585
FDC20,OUT010,1130.8845739763724
DRJ35,OUT035,981.9254332465581
FDB32,OUT046,1487.1553336526758
FDL24,OUT046,2713.24775718628
NCV42,OUT035,1832.344250251205
FDZ46,OUT046,1515.6081599055995
FDC15,OUT013,2180.4108393523825
FDD08,OUT019,577.972805533866
FDY50,OUT049,1192.9920090533524
FDD36,OUT013,2341.222178906618
FDG57,OUT027,1038.5005555680332
FDL21,OUT018,947.19401662183
FDN16,OUT027,1907.160249222082
FDJ09,OUT027,1052.819217085764
FDS01,OUT010,3112.154438000108
FDV33,OUT017,4105.551909561599
DRE12,OUT017,1639.5123633456767
FDR07,OUT013,1739.4301126003984
FDP48,OUT010,2977.7235015669958
NCB55,OUT035,384.3470173834016
FDQ08,OUT013,1430.8296233316746
FDR34,OUT035,3737.4030624048255
FDO33,OUT046,1468.5993356429778
FDP13,OUT045,227.16146028282088
FDX12,OUT049,3582.2734241343314
NCT06,OUT049,2519.8934207698294
FDR16,OUT019,3285.4064557141583
FDE36,OUT046,2508.3973504789155
FDZ36,OUT049,2681.173639580008
FDV13,OUT045,1492.0316183322382
NCZ17,OUT035,427.30444250501534
FDU56,OUT045,2894.079124710249
FDM09,OUT035,2481.5236351839703
FDV02,OUT017,2581.7937790436263
FDS34,OUT018,1737.775723253871
FDA11,OUT049,1398.191060307051
FDP09,OUT017,3324.3797557078287
FDB29,OUT027,2147.1988066766608
FDT19,OUT017,2573.394087736978
DRH15,OUT017,372.7600416925463
FDY38,OUT046,3215.0895207157773
FDF14,OUT027,2843.773210992491
FDN48,OUT010,1410.7880355165198
FDQ12,OUT013,4004.530826900249
NCJ43,OUT045,2810.870533926187
FDE17,OUT019,2196.3288463709437
FDB05,OUT035,3704.3278424236732
FDH10,OUT045,3015.712725428245
NCR06,OUT017,802.0209301484184
FDU32,OUT018,2108.05305613534
FDD56,OUT049,2328.8163842911094
FDO36,OUT018,2795.5225036810316
FDH16,OUT010,1480.9806849502418
FDX10,OUT018,321.35217838690124
FDZ37,OUT017,1472.673376754344
FDU31,OUT010,3652.007417338611
DRC49,OUT049,2014.8065953191126
FDL15,OUT045,2404.046610168117
FDN32,OUT019,2856.2845571772314
DRH59,OUT027,1495.2177450704667
NCU29,OUT049,2288.6880336480745
FDR37,OUT019,2820.6876071751103
FDS14,OUT018,2545.8529501875246
FDU02,OUT027,3663.3665623557554
FDJ08,OUT035,2707.4451884874625
NCZ06,OUT045,3752.1699721826562
FDO31,OUT049,1248.4870571876656
FDH31,OUT018,1820.436393843639
FDS58,OUT017,2578.4234026261856
NCA53,OUT027,1328.950393565425
FDF50,OUT046,2903.7020155626515
NCW42,OUT049,3299.722102796567
NCQ17,OUT045,2132.137806631561
FDK51,OUT018,4415.106553196789
NCW41,OUT010,2785.913280381117
NCR29,OUT017,797.8373554833287
FDB08,OUT019,2487.529009732518
FDA40,OUT027,1488.229398795783
FDL14,OUT018,2640.9048471354436
FDB47,OUT046,3027.0348178099503
FDO03,OUT035,3601.4001881279028
DRK13,OUT019,2404.958087879312
FDX13,OUT010,3946.5180483083377
FDF52,OUT046,2670.082755443953
FDT11,OUT013,3378.0218716892023
FDB08,OUT013,2770.5696720758224
FDQ28,OUT018,2454.115545960796
FDD29,OUT045,4086.59909039177
NCQ29,OUT027,4189.856034162271
NCO02,OUT013,1264.016144315176
FDR56,OUT010,2721.6570564177073
NCM54,OUT049,1825.9816804031316
FDP51,OUT035,1648.3938049740866
FDT38,OUT013,1640.3800556390793
FDZ20,OUT018,4112.738089311675
FDJ53,OUT013,2132.1468087215844
FDX13,OUT049,3761.086941773813
FDP58,OUT035,3022.291445470205
NCK31,OUT019,864.3334643841711
FDA35,OUT018,2005.2659725174258
FDV37,OUT018,3037.0628540018897
NCO07,OUT027,3882.174331509689
FDA20,OUT045,2849.4265138145147
FDZ59,OUT035,2361.3187346013756
NCY17,OUT017,134.32173663456723
FDQ28,OUT035,2327.2090260679424
FDV35,OUT017,1997.6032064677145
FDQ36,OUT013,390.5083452133087
FDD34,OUT018,2800.9801266332406
FDK51,OUT045,4059.330417385343
FDV31,OUT035,2460.142211476985
FDR04,OUT035,1616.0640621812065
FDR14,OUT049,171.97229126681756
DRC36,OUT010,2823.2012354572717
FDE39,OUT019,1854.988188600543
FDP57,OUT049,1495.6204048213556
FDE57,OUT046,2164.0436128194397
NCN18,OUT046,1291.6398562457318
NCQ05,OUT018,2572.017399354253
FDW47,OUT035,1877.7590703581138
FDV46,OUT035,2311.7646818315334
NCP29,OUT045,707.5139166265175
FDE09,OUT018,1959.25550799019
NCU06,OUT027,3833.199081020178
FDT19,OUT010,2033.500982425606
DRF15,OUT017,2404.750316084969
DRI51,OUT013,3036.541833508174
NCX54,OUT013,1986.6507870742962
DRE01,OUT013,3560.4336315959563
NCB07,OUT045,2925.545473056669
FDU50,OUT035,1653.6263792080247
FDG40,OUT035,579.0198262563147
FDW10,OUT018,2739.0033518868577
FDX51,OUT013,3500.1655194705263
NCP17,OUT045,1106.2208746979663
FDP21,OUT035,3024.9419286753428
FDL04,OUT045,1366.8019171655494
FDV23,OUT013,2010.1147917126093
FDF24,OUT046,1284.798260276113
FDH56,OUT027,2085.6031156038434
FDB51,OUT049,897.4109919560995
FDI58,OUT027,1763.4038948275247
FDR20,OUT013,1191.6507536262473
FDC51,OUT018,2208.11588692441
FDB16,OUT027,1744.936638514527
FDE40,OUT049,598.1989541305145
NCM17,OUT035,581.43723770187
FDU56,OUT035,2801.024270357164
FDS32,OUT019,2222.384102364898
FDX02,OUT049,3332.5448417344705
FDT39,OUT027,2937.8375466356583
FDE35,OUT017,879.0209776314963
NCI42,OUT019,3451.8460444311804
DRL23,OUT046,1712.7842198813114
FDA10,OUT046,1378.7126308954305
FDA11,OUT013,1875.5136822635454
NCM06,OUT046,2190.5537068823965
NCT05,OUT035,4128.413393415617
NCQ02,OUT010,3298.9567050566047
NCY06,OUT049,1846.8809973375587
FDY56,OUT035,3426.4641410376453
FDL02,OUT035,1371.125056556543
NCI06,OUT035,2776.7737023939826
FDQ14,OUT045,2295.265460939727
FDQ12,OUT017,3573.092062603999
FDP36,OUT046,473.7582618208649
FDK21,OUT027,4457.239840938008
FDO40,OUT045,2396.0484291004086
NCK54,OUT019,1794.7349794958072
FDY09,OUT018,2969.4717569940904
NCW30,OUT049,4110.363953977439
NCC55,OUT027,873.6665415328866
FDE58,OUT018,1922.1894189674356
FDR39,OUT013,3062.7137087924284
FDU28,OUT049,2582.6183328246707
FDH08,OUT017,3652.546989346756
FDG35,OUT045,2943.4748626374057
FDG22,OUT049,475.24661746122786
FDC34,OUT035,1861.136924715455
FDP15,OUT018,3905.7003044515714
FDK34,OUT010,3881.4050534987728
FDU45,OUT035,1863.3845553953895
FDQ04,OUT027,841.0346481545014
FDX22,OUT018,3490.985275748065
FDB45,OUT017,1707.2517279421966
NCH43,OUT027,3654.4658002008237
DRE60,OUT046,2880.2241901499046
FDD17,OUT027,4125.574881631438
NCM54,OUT017,1935.0096555495154
NCH55,OUT013,2407.4010987578768
NCT06,OUT017,2579.571916703543
FDA48,OUT027,3517.461340729864
FDY58,OUT027,3969.0921194327166
FDO25,OUT045,2937.863815012892
FDN50,OUT045,1604.4369497002278
FDH35,OUT035,2510.671801300873
FDK09,OUT045,3353.7574310539494
FDO16,OUT013,1799.8720296050099
FDW11,OUT045,1017.3761460053942
FDU47,OUT027,2486.623318006631
NCQ42,OUT010,2159.024164649458
FDK55,OUT027,1878.5281235586824
FDN08,OUT049,1511.871300198884
FDT57,OUT045,3852.1252604382134
FDJ12,OUT018,3380.89173178721
DRL59,OUT017,911.3188132066163
NCN53,OUT046,547.2266238657232
FDO51,OUT010,824.637711880225
FDK56,OUT017,2512.28952258122
